Project Number,Zip Code,Sector,Purchase Type,Application_Month,Project Status,Total Inverter Quantity,Total PV Module Quantity,Hardware Cost,Labor Cost,misc cost,$Incentive,Total Nameplate kW DC,Expected kWh Annual Production,
294850,12304,Residential,Purchase,14,Pipeline,1,28,9308.4442,5077.3332,27925.3326,3136,8.96,9708,42311.11
299951,12304,Residential,Purchase,20,Pipeline,1,16,4326.4,4326.4,24627.2,1792,5.12,6005,33280
303059,12304,Residential,Purchase,20,Pipeline,20,20,8043.36,3712.32,19180.32,2800,8,9916,30936
310791,12304,Residential,Purchase,3,Pipeline,1,15,13004.9982,3853.3328,7224.999,1785,5.1,5778,24083.33
283101,12306,Residential,Lease,7,Complete,48,48,22611.54,9152.29,22073.17,12557,15.7,18515,53837
301764,12306,Residential,Purchase,8,Complete,24,24,11577.6,5145.6,15436.8,3360,9.6,9469,32160
286406,12306,Residential,Purchase,21,Complete,1,24,15771.9,4980.6,6917.5,2688,7.68,9724,27670
290884,12307,Residential,Purchase,10,Pipeline,1,13,4982.5463,1768.0003,9322.1834,1456,4.16,4935,16072.73
305427,12307,Non-Residential,Purchase,29,Pipeline,1,122,64902.75,18880.8,34221.45,50630,50.63,60059,118005
301850,12308,Residential,Purchase,17,Pipeline,1,26,4714.6668,6286.2224,28288.0008,2912,8.32,9272,39288.89
286818,12309,Residential,Purchase,21,Complete,2,60,40368,9744,19488,8400,24,26230,69600
310420,12309,Residential,Purchase,5,Pipeline,28,28,15523.2,4312,23284.8,3920,11.2,13435,43120
302036,12309,Residential,Purchase,19,Pipeline,1,160,3520.168,3872.1848,27809.3272,1670,9.35,6384,35201.68
291640,12309,Residential,Purchase,19,Complete,1,16,4011.8346,2228.797,16047.3384,1792,5.12,6142,22287.97
296854,12309,Residential,Purchase,18,Complete,1,21,14625.6,4432,3102.4,2352,6.72,7912,22160
298973,12309,Residential,Purchase,6,Pipeline,1,14,12555.93,3639.4,2001.67,1935,5.53,6129,18197
303717,12309,Residential,Purchase,22,Pipeline,1,10,3272.05,2005.45,5277.5,1155,3.3,3607,10555
312268,12309,Residential,Purchase,12,Pipeline,1,19,3752,784,1064,2660,7.6,7432,5600
300670,12401,Residential,Purchase,3,Complete,1,24,9016.92,5488.56,24698.52,3570,10.2,12042,39204
289373,12401,Residential,Lease,5,Complete,39,39,11822.58,4657.38,19346.04,4641,13.26,11272,35826
291363,12401,Residential,Purchase,12,Complete,21,21,19159.28,6158.34,8895.38,2315,6.62,5817,34213
310353,12401,Residential,Purchase,3,Pipeline,26,26,10609.83,4179.63,17361.54,3276,9.36,8625,32151
297795,12401,Residential,Purchase,13,Complete,1,22,21063.4,4711.55,1940.05,2926,8.36,9329,27715
286339,12401,Residential,Purchase,12,Pipeline,16,16,5227.1641,4676.9363,17607.2896,2296,6.56,5828,27511.39
313740,12401,Residential,Purchase,17,Pipeline,1,12,4377.28,3282.96,19697.76,800,4.08,2728,27358
306998,12401,Residential,Purchase,8,Complete,20,20,7644.6,4685.4,12330,2590,7.4,8469,24660
310367,12401,Residential,Lease,27,Pipeline,1,26,5133.14,2901.34,14283.52,3094,8.84,8323,22318
294554,12401,Residential,Lease,2,Complete,1,24,15316.56,2978.22,2978.22,2856,8.16,8159,21273
289021,12401,Residential,Lease,29,Complete,25,25,15366.5,3368,2315.5,2756,7.88,7305,21050
313041,12401,Residential,Lease,23,Pipeline,1,24,4699.82,2452.08,13282.1,2856,8.16,7373,20434
302481,12401,Residential,Lease,13,Pipeline,1,22,13768.26,3990.8,2194.94,2618,7.48,6713,19954
295882,12401,Residential,Lease,9,Pipeline,18,18,10550.52,3516.84,5470.64,2142,6.12,5362,19538
309319,12401,Residential,Purchase,24,Pipeline,45,45,10450,3040,5510,3481,15.3,11980,19000
301582,12401,Residential,Lease,6,Pipeline,1,19,13239,3177.36,1235.64,2261,6.46,5870,17652
305476,12401,Residential,Purchase,3,Complete,26,26,12250,3150,2100,3322,9.49,8635,17500
306797,12401,Residential,Purchase,24,Pipeline,40,40,7175,1750,8575,2570,13.6,8774,17500
293650,12401,Residential,Purchase,22,Complete,14,14,6287.04,2378.88,8326.08,1862,5.32,4486,16992
292809,12401,Residential,Purchase,3,Complete,10,10,2254,1960,5586,1190,3.4,3154,9800
259733,12401,Non-Residential,Purchase,4,Pipeline,1,128,34734.6,18525.12,62522.28,17696,50.56,59690,115782
301380,12404,Residential,Purchase,10,Complete,21,21,20423.21,3357.24,4196.55,1720,7.56,5950,27977
281373,12405,Residential,Purchase,22,Complete,1,24,7380,1968,7052,1714,8.16,6562,16400
315182,12407,Residential,Purchase,25,Pipeline,29,29,8250.696,3437.79,22689.414,3654,10.44,9928,34377.9
272943,12409,Non-Residential,Purchase,5,Pipeline,2,63,40612.32,5972.4,13139.28,5487,24.89,18886,59724
286367,12411,Residential,Purchase,15,Complete,1,32,26233.6,4590.88,1967.52,3584,10.24,11594,32792
286359,12412,Residential,Lease,15,Pipeline,1,17,12736.1,2351.28,4506.62,1815,5.19,4747,19594
291083,12412,Residential,Purchase,24,Complete,26,26,6264,3480,7656,3094,8.84,7429,17400
290493,12413,Residential,Purchase,10,Complete,1,20,13197,3735,7968,2905,8.3,9182,24900
292961,12413,Residential,Purchase,12,Complete,22,22,8480,1760,5760,2618,7.48,7060,16000
306540,12414,Residential,Purchase,1,Pipeline,1,24,19314.48,5458.44,17215.08,3696,10.56,12213,41988
300657,12414,Residential,Purchase,2,Pipeline,1,36,19356.48,6177.6,15649.92,4662,13.32,14595,41184
283428,12414,Residential,Purchase,22,Complete,1,28,11291.75,5463.75,19669.5,3675,10.5,11336,36425
307329,12414,Residential,Lease,11,Pipeline,2,27,9661.78,3694.21,15061.01,3213,9.18,8642,28417
286247,12414,Residential,Purchase,14,Complete,1,12,6935.04,1733.76,2889.6,3072,3.84,3890,11558.4
278522,12414,Non-Residential,Purchase,4,Pipeline,1,36,6989.34,4046.46,25750.2,4977,14.22,15162,36786
277067,12417,Residential,Purchase,12,Complete,14,14,3840,1320,6840,1642,4.69,4520,12000
308109,12427,Residential,Purchase,15,Pipeline,36,36,30448.8,7189.3,4651.9,4662,12.96,14519,42290
256420,12428,Residential,Purchase,19,Pipeline,1,18,16024.2816,3299.1168,4241.7216,4968,6.21,5957,23565.12
311806,12428,Residential,Lease,7,Pipeline,1,14,14164.92,2943.36,1287.72,1666,4.76,5112,18396
291125,12429,Non-Residential,Lease,25,Pipeline,53,8640,1380412.8,357884.8,818022.4,1596672,2851.2,0,2556320
312922,12430,Residential,Purchase,18,Pipeline,24,24,14904,3240,14256,3024,8.64,9476,32400
307962,12430,Residential,Purchase,14,Pipeline,18,18,16168.1,4228.58,4477.32,2142,6.12,7415,24874
270664,12431,Residential,Purchase,3,Pipeline,1,15,6754.5,3910.5,24885,1890,5.4,5974,35550
302370,12431,Residential,Purchase,14,Complete,1,22,17046.2,4408.5,7935.3,3388,9.68,10547,29390
298879,12433,Residential,Purchase,16,Pipeline,46,46,22499.5936,5113.544,23522.3024,5957,17.02,14762,51135.44
308203,12433,Residential,Lease,14,Pipeline,1,29,14024.3,4278.6,5467.1,3451,9.86,10334,23770
214005,12433,Residential,Purchase,5,Pipeline,1,8,14168.25,3589.29,1133.46,1008,2.88,2880,18891
300039,12435,Residential,Lease,30,Pipeline,3,72,23541.76,5350.4,24611.84,7938,22.68,22437,53504
280796,12443,Residential,Purchase,12,Complete,2,48,18374.4,5104,27561.6,5712,16.32,16318,51040
298844,12443,Residential,Purchase,26,Complete,45,45,31344.8832,8706.912,3482.7648,5670,16.2,15612,43534.56
285944,12443,Residential,Purchase,21,Complete,26,26,4521.4036,5490.2758,22284.0606,3276,9.36,8006,32295.74
295839,12443,Residential,Purchase,16,Complete,20,20,11018.25,4162.45,9304.3,2289,6.54,6145,24485
314142,12444,Residential,Purchase,24,Pipeline,1,26,38425.6,4803.2,4803.2,3504,10.01,9525,48032
300728,12446,Residential,Purchase,2,Complete,56,56,21594.08,8256.56,33661.36,7252,20.72,17472,63512
310382,12446,Residential,Lease,4,Pipeline,1,36,4496.7,8543.73,31926.57,4284,12.24,13021,44967
283036,12446,Residential,Purchase,13,Complete,19,19,19310.3187,3786.337,14766.7143,1927,7.98,6876,37863.37
297800,12446,Residential,Purchase,23,Complete,1,14,6987.4,1974.7,6227.9,1715,4.9,4589,15190
310399,12448,Residential,Lease,4,Pipeline,2,56,15772.49,7123.06,27983.45,4598,19.04,15777,50879
312776,12455,Residential,Lease,16,Pipeline,38,38,21651.2,,30566.4,4788,13.68,16575,63680
291305,12456,Residential,Purchase,10,Complete,1,17,13748.1118,6371.0762,13412.792,2380,6.8,6828,33531.98
312982,12457,Residential,Purchase,16,Pipeline,1,25,7446.25,5503.75,19425,3238,9.25,9249,32375
296143,12458,Residential,Purchase,17,Complete,50,50,12046.8,7830.42,,,16.35,15292,60234
292310,12461,Residential,Purchase,20,Complete,26,26,9580.8,5089.8,15269.4,3094,8.84,8643,29940
294822,12461,Residential,Purchase,22,Complete,23,23,23161.32,4454.1,2078.58,3059,8.74,8552,29694
301590,12463,Residential,Lease,6,Pipeline,2,56,14539.32,6865.79,18981.89,4532,19.04,15532,40387
281593,12463,Residential,Purchase,6,Complete,1,22,6462.72,2872.32,,2618,7.48,7930,9335.04
281604,12463,Non-Residential,Purchase,12,Complete,2,82,67622.94,17564.4,2634.66,9758,27.88,29556,87822
297694,12464,Residential,Purchase,19,Pipeline,1,20,5066.85,4768.8,19969.35,2905,8.3,8695,29805
296863,12464,Residential,Purchase,16,Pipeline,4,4,3788.3106,1403.078,1824.0014,532,1.52,1442,7015.39
305558,12466,Residential,Purchase,4,Pipeline,1,25,6513.3341,9519.4883,34069.7476,2800,8,8103,50102.57
313008,12466,Residential,Lease,15,Pipeline,2,35,4609.36,6584.8,21729.84,4165,11.9,10277,32924
292598,12466,Residential,Purchase,2,Complete,13,13,7643.928,2212.716,10258.956,1638,4.68,4961,20115.6
302148,12466,Residential,Purchase,10,Complete,10,10,5875.1,2398,3716.9,1190,3.4,3727,11990
312572,12468,Residential,Purchase,16,Pipeline,1,40,26293.72,7706.78,11333.5,4760,13.6,15105,45334
293106,12477,Residential,Purchase,24,Pipeline,2,216,30663.6203,7037.5522,12567.0575,1547,12.63,5311,50268.23
291294,12477,Residential,Purchase,19,Complete,25,25,18434.94,6791.82,23286.24,1701,9,5838,48513
313960,12477,Residential,Purchase,23,Pipeline,38,41,22503.6,9097.2,16279.2,5166,14.76,13384,47880
281682,12477,Residential,Purchase,9,Complete,1,20,22627.2,7542.4,16970.4,1739,7.2,6020,47140
294112,12477,Residential,Purchase,3,Complete,35,35,12582,7456,26562,4900,14,14643,46600
311898,12477,Residential,Purchase,16,Pipeline,35,35,5681.2,7710.2,27188.6,4410,12.6,12902,40580
312963,12477,Residential,Purchase,16,Pipeline,30,30,27360,4012.8,5107.2,3990,11.4,11519,36480
305117,12477,Residential,Lease,27,Pipeline,40,40,25771.19,6001.51,3530.3,4760,13.6,12778,35303
306970,12477,Residential,Power Purchase Agreement,12,Pipeline,22,22,17244.08,5278.8,12669.12,2618,7.48,8380,35192
305345,12477,Residential,Purchase,11,Pipeline,23,23,9385.53,5688.2,13367.27,2898,8.28,8557,28441
282424,12477,Residential,Purchase,6,Complete,19,19,5457.12,2728.56,19099.92,2394,6.84,5850,27285.6
291143,12477,Residential,Lease,9,Complete,1,28,20456.59,4516.39,1594.02,3087,8.82,7544,26567
288892,12477,Residential,Purchase,12,Complete,21,21,16640,4940,4420,2646,7.56,6375,26000
311809,12477,Residential,Lease,7,Pipeline,1,25,3717.56,2186.8,15963.64,2975,8.5,7987,21868
307338,12477,Residential,Lease,11,Pipeline,1,24,3414.79,3414.79,13257.42,1742,8.16,5996,20087
291672,12477,Residential,Purchase,5,Pipeline,14,14,5355.24,2921.04,7951.72,1764,5.04,5161,16228
287800,12477,Residential,Lease,10,Pipeline,13,13,6742.98,2122.79,3621.23,774,4.42,2687,12487
288863,12477,Non-Residential,Purchase,11,Pipeline,35,11124,1847735.94,680744.82,2333982.24,1755923.4,4282.74,6565440,4862463
286232,12477,Non-Residential,Purchase,13,Pipeline,1,140,48437.76,,,16415,46.9,48024,48437.76
300691,12484,Residential,Purchase,2,Complete,55,55,27166.88,7836.6,17240.52,6545,18.7,22310,52244
286813,12484,Residential,Purchase,15,Complete,40,40,7086.6,9448.8,30708.6,4578,13.08,13653,47244
304909,12484,Residential,Purchase,6,Pipeline,1,20,25605.9,6308.7,5195.4,1406,8.2,4840,37110
297050,12484,Residential,Purchase,24,Pipeline,2,48,27429,6582.96,2560.04,3370,16.32,11632,36572
290349,12484,Residential,Purchase,24,Complete,1,20,11349,3492,14259,9152,11.44,11099,29100
297654,12484,Residential,Purchase,6,Complete,21,21,2777.5,4545,17927.5,2646,7.56,8014,25250
312865,12484,Residential,Purchase,22,Pipeline,18,18,15862.25,3788,4024.75,2060,5.89,6523,23675
307562,12484,Residential,Lease,28,Pipeline,1,23,4839.45,3917.65,14287.9,2737,7.82,6823,23045
312116,12484,Residential,Purchase,15,Pipeline,16,16,7904,2568.8,9287.2,2128,6.08,5933,19760
313910,12484,Residential,Purchase,22,Pipeline,1,12,2277.6,700.8,1401.6,871,4.08,2987,4380
292719,12484,Non-Residential,Purchase,24,Pipeline,3,912,229635,76545,204120,277020,369.36,377717,510300
297269,12486,Residential,Purchase,23,Complete,65,65,51531.96,12696.28,10455.76,7439,21.26,22075,74684
298602,12487,Residential,Purchase,12,Complete,1,27,8267.1109,6091.5554,29152.4437,3024,8.64,7910,43511.11
303801,12487,Residential,Purchase,23,Pipeline,30,30,14185.8,6134.4,18019.8,3780,10.8,9369,38340
294544,12487,Residential,Lease,10,Complete,23,23,21207.7,5119.1,10238.2,2737,7.82,8384,36565
308840,12487,Residential,Purchase,20,Pipeline,16,16,6608.2,1964.6,9287.2,4480,5.6,5456,17860
287024,12491,Residential,Lease,23,Complete,36,36,18920.96,4138.96,6504.08,2262,11.34,7749,29564
312038,12491,Residential,Lease,8,Pipeline,1,12,4718.7,1483.02,7280.28,1428,4.08,4325,13482
307310,12496,Residential,Purchase,1,Pipeline,1,12,11583.72,2350.32,2853.96,1659,4.74,5560,16788
287767,12498,Residential,Purchase,21,Complete,3,65,65205,18900,10395,8750,26,30070,94500
303026,12498,Residential,Purchase,24,Pipeline,51,51,7536.672,6377.184,44060.544,6605,18.87,17624,57974.4
291690,12498,Residential,Purchase,17,Complete,67,67,18612.96,6021.84,30109.2,7504,21.44,24536,54744
299141,12498,Residential,Purchase,1,Pipeline,48,48,38268.4032,6378.0672,8504.0896,2922,17.76,10056,53150.56
303837,12498,Residential,Lease,11,Pipeline,2,42,24197.6,3456.8,6913.6,4998,14.28,12680,34568
261338,12498,Residential,Purchase,5,Pipeline,20,20,3379.6,4103.8,16656.6,2380,6.8,7454,24140
281544,12498,Residential,Purchase,13,Complete,1,6,1400,2380,10220,788,2.25,2548,14000
282191,12498,Non-Residential,Purchase,5,Pipeline,2,39,19946.55,6137.4,25061.05,3127,15.41,10764,51145
301871,12501,Residential,Purchase,7,Complete,22,22,12561,2544,795,1780,7.48,6127,15900
294020,12503,Residential,Purchase,10,Pipeline,2,46,11652.6335,7359.558,42317.4585,7004,20.01,19001,61329.65
302079,12503,Residential,Purchase,19,Pipeline,1,24,13908,3894.24,10013.76,3192,9.12,8386,27816
301040,12508,Residential,Purchase,5,Pipeline,2,47,22117.1247,12063.8862,32840.5791,5264,15.04,15553,67021.59
293900,12508,Residential,Purchase,20,Pipeline,1,26,18962.5,4625,22662.5,2912,8.32,9127,46250
292608,12508,Residential,Purchase,11,Complete,1,23,22080.0006,8177.778,10631.1114,2576,7.36,8808,40888.89
312799,12508,Residential,Purchase,24,Pipeline,25,25,4565.75,4565.75,23481,3238,9.25,8602,32612.5
307281,12508,Residential,Purchase,10,Pipeline,15,15,2972.5,4161.5,22591,1785,5.1,5595,29725
297000,12508,Residential,Purchase,16,Pipeline,1,15,18078.6672,2762.0186,4268.5742,1680,4.8,5266,25109.26
312024,12508,Residential,Purchase,11,Pipeline,18,18,15539.77,2407.57,3939.66,2268,6.48,7189,21887
286865,12508,Residential,Purchase,21,Complete,14,14,4004.573,3583.039,13489.088,1058,5.04,3770,21076.7
307080,12508,Residential,Purchase,13,Pipeline,12,12,13400.3886,2600.0754,4000.116,887,3.96,3159,20000.58
301939,12508,Residential,Purchase,14,Pipeline,19,19,11345.9127,2985.7665,5573.4308,2195,6.27,6363,19905.11
307083,12508,Residential,Purchase,11,Pipeline,14,14,9171.591,2116.521,470.338,1837,5.25,5628,11758.45
295822,12508,Residential,Purchase,18,Pipeline,1,17,3136.7709,1742.6505,6738.2486,829,5.78,2866,11617.67
280347,12508,Non-Residential,Purchase,19,Complete,3,49,30270.2,8872.3,13047.5,5608,16.02,15927,52190
294058,12513,Residential,Purchase,8,Pipeline,3,50,22510.2702,6821.294,38881.3758,7612,21.75,26917,68212.94
294136,12514,Residential,Purchase,8,Complete,36,36,8708.2128,5390.7984,27368.6688,4536,12.96,13583,41467.68
286540,12514,Residential,Purchase,12,Complete,18,18,13018.5087,2331.6732,4080.4281,2268,6.48,5425,19430.61
296493,12514,Residential,Lease,17,Complete,1,13,3152.52,2101.68,6421.8,960,4.1,3305,11676
311341,12516,Residential,Purchase,10,Pipeline,1,5,13520.57,4414.88,9657.55,709,2.03,2441,27593
300582,12518,Residential,Purchase,2,Pipeline,1,26,7502.264,7502.264,38583.072,2912,8.32,7883,53587.6
294722,12518,Residential,Purchase,3,Complete,1,28,19602.1716,7573.5663,17374.6521,3136,8.96,9430,44550.39
294405,12518,Residential,Purchase,6,Complete,28,28,19068.084,5932.2928,17373.1432,3332,9.52,8545,42373.52
299899,12518,Residential,Purchase,11,Pipeline,25,25,23039.496,5119.888,3839.916,3238,9.25,9686,31999.3
289544,12518,Residential,Purchase,3,Pipeline,1,24,6068,3280,7052,1314,8.16,4708,16400
286856,12518,Residential,Purchase,22,Complete,27,27,7614,1782,6804,3166,9.05,8118,16200
309069,12518,Residential,Lease,20,Pipeline,14,14,7482.888,2137.968,5650.344,1764,5.04,5906,15271.2
274757,12518,Residential,Purchase,7,Complete,21,21,9108,2640,1452,2462,7.04,6678,13200
310341,12520,Residential,Purchase,22,Pipeline,25,25,6110,2600,4290,1781,9.25,6338,13000
291307,12521,Residential,Purchase,16,Complete,25,25,20957.9253,3676.829,12133.5357,3150,9,7801,36768.29
286160,12521,Residential,Purchase,4,Complete,17,17,6192,1290,5418,1993,5.7,5420,12900
315102,12522,Residential,Purchase,24,Pipeline,27,27,7662.2416,5267.7911,34958.9773,3874,11.07,12135,47889.01
310571,12522,Residential,Purchase,7,Pipeline,1,30,18522.72,3899.52,10073.76,4148,11.85,10564,32496
308741,12524,Residential,Lease,28,Pipeline,26,26,17066.5,4708,7650.5,3094,8.84,9478,29425
293866,12524,Residential,Purchase,5,Pipeline,1,16,8645.5559,4183.3335,15060.0006,1792,5.12,5859,27888.89
309092,12524,Residential,Purchase,25,Pipeline,18,18,4534.73,3580.05,15752.22,2268,6.48,6635,23867
303270,12524,Residential,Purchase,20,Complete,16,16,10710,2677.5,0,2072,5.92,5919,13387.5
312894,12525,Residential,Purchase,18,Pipeline,40,40,25572.11,7484.52,29314.37,5040,14.4,13595,62371
291633,12525,Residential,Purchase,13,Complete,1,24,18009.6,2572.8,5145.6,2856,8.16,10169,25728
306111,12526,Residential,Purchase,4,Pipeline,2,54,30320.1,10106.7,26951.2,6237,17.82,17572,67378
294733,12526,Residential,Purchase,3,Complete,2,29,30337.68,5588.52,3991.8,4466,12.76,12196,39918
312706,12526,Residential,Purchase,18,Pipeline,1,117,11356,6680,15364,2394,6.84,6406,33400
271774,12526,Residential,Purchase,22,Pipeline,1,102,16689.8992,3851.5152,11554.5456,1106,5.96,3839,32095.96
306339,12528,Residential,Purchase,15,Pipeline,69,69,38437.2,13524.2,19218.6,8694,24.84,29108,71180
301823,12528,Residential,Purchase,25,Pipeline,1,24,22866.6655,7186.6663,35279.9982,3360,9.6,10293,65333.33
302260,12528,Residential,Purchase,15,Complete,36,36,35501.5,8155.75,4317.75,2858,12.96,9887,47975
291657,12528,Residential,Purchase,1,Complete,2,46,18022.4,9011.2,18022.4,5152,14.72,12336,45056
286391,12528,Residential,Purchase,26,Complete,37,37,25594.8,3878,9307.2,4533,12.95,12915,38780
303002,12528,Residential,Purchase,17,Pipeline,31,31,20915.96,3606.2,11539.84,4014,11.47,12812,36062
310081,12528,Residential,Purchase,25,Pipeline,21,21,8222.834,3119.006,17012.76,2866,8.19,7893,28354.6
306012,12528,Residential,Lease,3,Pipeline,1,22,15168.4,3967.12,4200.48,2618,7.48,7749,23336
309610,12528,Residential,Purchase,3,Pipeline,15,15,2045,2454,15951,1995,5.7,5287,20450
291604,12528,Residential,Purchase,2,Pipeline,1,18,5781,1845,4674,2142,6.12,5185,12300
280576,12529,Residential,Purchase,5,Complete,36,36,35219.249,7585.6844,11378.5266,4221,12.06,10915,54183.46
307173,12529,Residential,Purchase,11,Pipeline,10,10,6669,1282.5,4873.5,1295,3.7,3387,12825
294830,12531,Residential,Purchase,5,Pipeline,3,48,16127.16,6450.864,17739.876,6804,19.44,17986,40317.9
293427,12531,Residential,Purchase,4,Pipeline,1,25,9054.1649,2733.3328,5295.8323,2975,8.5,7353,17083.33
286994,12531,Residential,Purchase,21,Pipeline,1,20,10796.6693,1640.0004,1230.0003,1214,6.8,4656,13666.67
309394,12533,Residential,Purchase,8,Pipeline,2,50,40044.4468,13600.0008,21911.1124,5950,17,15691,75555.56
287286,12533,Residential,Purchase,16,Complete,65,65,8236.8,6864,53539.2,7508,21.45,20235,68640
283440,12533,Residential,Lease,7,Complete,3,48,21058.08,5264.52,17548.4,5124,14.64,14150,43871
300375,12533,Residential,Purchase,1,Pipeline,26,26,11724.7,4043,24662.3,3868,11.05,12914,40430
295769,12533,Residential,Purchase,11,Pipeline,20,20,11512.5,4605,22257.5,2625,7.5,8204,38375
315197,12533,Residential,Purchase,25,Pipeline,28,28,10677.51,6995.61,19145.88,1729,10.08,5971,36819
306995,12533,Residential,Purchase,11,Pipeline,38,38,4028.035,7323.7,25266.765,4855,13.87,14572,36618.5
